1,2
1,3
1,4
1,5
1,7
1,13
1,15
1,17
1,20
1,23
1,26
1,36
1,45
1,48
1,56
1,99
1,104
1,110
1,128
1,131
1,137
1,188
1,193
1,202
1,218
1,264
1,313
1,407
1,456
1,464
1,767
1,824
2,1
2,3
2,6
2,15
2,23
2,35
2,44
2,57
2,139
2,183
2,184
2,269
2,308
2,402
2,423
2,549
2,614
2,765
2,898
3,1
3,2
3,5
3,8
3,12
3,26
3,28
3,44
3,47
3,51
3,63
3,91
3,105
3,111
3,112
3,158
3,171
3,177
3,185
3,200
3,207
3,225
3,266
3,269
3,272
3,296
3,317
3,344
3,373
3,393
3,426
3,440
3,503
3,624
3,645
3,681
3,682
3,727
3,739
3,782
3,840
3,856
3,878
3,926
4,1
4,5
4,12
4,123
4,240
4,395
4,448
4,771
4,944
4,967
5,1
5,3
5,4
5,6
5,11
5,38
5,69
5,98
5,122
5,245
5,260
5,287
5,313
5,397
5,713
5,725
6,2
6,5
6,27
6,38
6,54
6,64
6,76
6,100
6,120
6,132
6,135
6,150
6,179
6,204
6,231
6,249
6,270
6,284
6,329
6,497
6,549
6,630
6,641
6,845
7,1
7,100
8,3
8,62
8,66
8,75
8,104
8,153
8,171
8,224
8,245
8,335
8,543
8,1000
9,157
9,893
9,896
10,35
10,58
10,152
10,173
10,187
10,201
10,302
10,441
10,532
10,658
11,5
11,14
11,172
12,3
12,4
12,25
12,47
12,53
12,79
12,110
12,115
12,182
12,263
12,281
12,283
12,342
12,373
12,529
12,729
12,863
12,932
12,936
12,978
13,1
13,32
13,34
13,39
13,214
13,225
13,273
13,686
14,11
14,31
14,37
14,47
14,65
14,98
14,110
14,289
14,442
14,639
14,999
15,1
15,2
15,20
15,57
15,58
15,60
15,62
15,71
15,102
15,113
15,578
15,792
16,
17,1
17,31
18,50
18,69
18,87
18,178
18,183
18,534
18,671
19,
20,1
20,15
20,36
20,60
20,119
20,120
20,141
20,180
20,264
20,318
21,35
21,79
21,110
21,771
22,
23,1
23,2
23,47
23,96
23,142
23,168
23,390
23,392
23,643
23,853
23,952
24,88
25,12
25,47
25,52
25,81
25,172
25,186
25,213
25,250
25,281
25,651
25,671
25,784
25,881
26,1
26,3
26,603
26,947
27,6
27,38
27,199
27,367
28,3
28,30
28,34
28,39
28,46
28,60
28,67
28,91
28,139
28,154
28,191
28,220
28,289
28,326
28,343
28,346
28,364
28,425
28,482
28,483
28,522
28,677
28,682
28,684
28,728
28,734
28,740
28,761
28,775
28,778
28,980
29,85
29,118
29,164
29,186
29,204
29,259
29,720
29,877
29,915
29,954
30,28
30,34
30,35
30,64
30,74
30,253
30,302
30,395
30,516
30,741
31,14
31,17
31,35
31,52
31,142
31,177
31,255
31,339
31,342
31,479
31,893
32,13
32,41
32,44
32,61
33,82
34,13
34,28
34,30
34,44
34,46
34,47
34,50
34,108
34,339
34,470
34,756
34,917
35,2
35,10
35,21
35,30
35,31
35,51
35,168
35,247
35,380
35,447
35,823
36,1
36,20
36,49
36,341
36,388
36,501
36,607
36,829
36,943
37,14
37,126
37,994
38,5
38,6
38,27
38,143
38,290
38,298
38,308
38,358
38,924
39,13
39,28
39,51
39,66
39,67
39,75
39,85
39,98
39,106
39,138
39,162
39,222
39,318
39,440
39,552
39,585
39,762
39,782
39,830
39,833
39,893
40,174
40,302
41,32
41,56
41,104
41,189
41,199
41,253
41,373
41,418
41,987
42,276
43,473
44,2
44,3
44,32
44,34
44,209
44,628
44,671
