1,2
1,3
1,4
1,7
1,8
1,13
1,15
1,18
1,35
1,37
1,38
1,51
1,55
1,60
1,123
1,139
1,161
1,176
1,208
1,219
1,247
1,255
1,258
1,323
1,350
1,383
1,441
1,452
1,495
1,553
1,650
1,651
1,662
1,726
1,744
1,889
1,1011
1,1057
1,1148
1,1231
1,1374
1,1468
1,1516
1,1549
1,1573
1,1614
1,1726
1,1765
1,1783
1,1996
1,2313
1,2427
1,2908
1,3396
1,3613
1,3794
1,3841
1,3985
1,4124
1,4423
1,4688
1,4898
1,4931
1,5451
1,5534
1,5677
1,6161
1,6197
1,6620
1,7189
1,7358
1,7522
1,7541
1,7922
1,8376
1,8441
1,8524
1,8751
1,8758
1,9121
1,9482
1,9903
1,10356
1,10883
1,11104
1,11619
1,11714
1,11848
1,12271
1,12550
1,12712
1,12762
1,13754
1,13992
1,14022
1,14052
1,14257
1,14333
1,14452
1,14678
1,14991
2,1
2,3
2,6
2,7
2,9
2,13
2,17
2,23
2,40
2,75
2,123
2,209
2,305
2,377
2,400
2,412
2,414
2,420
2,575
2,594
2,832
2,863
2,912
2,1021
2,1024
2,1181
2,1192
2,1437
2,1814
2,2036
2,2476
2,2484
2,3030
2,3239
2,3706
2,3882
2,3991
2,4003
2,4754
2,4893
2,6023
2,6194
2,6766
2,7191
2,7425
2,7936
2,8331
2,8490
2,10572
2,10620
2,10671
2,10835
2,10910
2,12296
2,12570
2,14146
2,14394
2,14631
3,1
3,2
3,5
3,6
3,11
3,18
3,24
3,28
3,41
3,75
3,82
3,101
3,107
3,110
3,113
3,142
3,291
3,426
3,492
3,497
3,500
3,510
3,511
3,543
3,583
3,723
3,766
3,973
3,1154
3,1159
3,1233
3,1315
3,1404
3,1495
3,1570
3,1585
3,1633
3,1798
3,1879
3,1971
3,2308
3,2525
3,2616
3,2736
3,2895
3,3087
3,3119
3,3151
3,3188
3,3400
3,3432
3,3447
3,3454
3,3698
3,3756
3,3933
3,3970
3,3981
3,3988
3,4261
3,4440
3,4452
3,4589
3,4608
3,4637
3,5003
3,5204
3,5409
3,5672
3,5894
3,5926
3,6480
3,6592
3,6704
3,7029
3,7151
3,7538
3,7833
3,7936
3,8072
3,8112
3,8204
3,8219
3,8610
3,8904
3,9420
3,9647
3,9795
3,9969
3,10119
3,10265
3,10451
3,10511
3,10989
3,11738
3,11896
3,13576
3,14733
4,1
4,8
4,11
4,18
4,22
4,37
4,38
4,58
4,75
4,223
4,243
4,249
4,278
4,334
4,362
4,485
4,486
4,577
4,617
4,653
4,676
4,691
4,700
4,751
4,762
4,778
4,1063
4,1136
4,1156
4,1232
4,1428
4,1518
4,1520
4,1533
4,1548
4,1598
4,1777
4,2152
4,2214
4,2719
4,2945
4,2979
4,3109
4,3422
4,3727
4,3777
4,3788
4,3964
4,4013
4,4014
4,4090
4,4346
4,4438
4,4944
4,5005
4,5170
4,5622
4,5625
4,5860
4,6396
4,6450
4,6519
4,6748
4,7040
4,7421
4,7741
4,8438
4,8868
4,9024
4,9216
4,9286
4,9378
4,9996
4,10530
4,10916
4,11948
4,12731
4,13301
4,13478
4,13572
4,13595
4,14518
5,3
5,7
5,8
5,24
5,39
5,50
5,334
5,647
5,657
5,764
5,790
5,835
5,948
5,1779
5,1780
5,1789
5,2382
5,2610
5,3328
5,6956
5,7053
5,7151
5,7914
5,8933
5,9682
5,9873
5,10580
5,12667
5,12766
5,14420
6,2
6,3
6,9
6,15
6,38
6,48
6,52
