1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,10
1,14
1,20
1,21
1,27
1,35
1,54
1,58
1,66
1,79
1,83
1,93
2,1
2,3
2,45
3,1
3,2
3,5
3,9
3,10
3,53
3,54
3,69
3,81
4,1
4,16
4,18
4,52
4,80
5,1
5,3
5,6
5,7
5,14
5,16
5,19
5,31
5,37
5,77
6,1
6,5
6,11
6,18
6,21
6,45
6,82
7,1
7,5
7,31
8,1
8,12
8,16
8,32
8,68
8,73
8,83
8,95
9,3
9,34
10,1
10,3
10,23
10,32
10,79
10,89
11,6
12,8
12,55
12,62
12,100
13,19
14,1
14,5
14,51
14,53
15,87
16,4
16,5
16,8
16,46
16,72
17,94
18,4
18,6
18,24
18,32
18,39
18,95
19,5
19,13
19,31
19,80
20,1
20,24
21,1
21,6
21,27
21,51
21,52
21,65
21,69
21,81
21,92
22,23
23,10
23,22
23,87
24,18
24,20
25,60
25,75
26,
27,1
27,21
27,56
27,94
28,44
28,64
29,35
30,
31,5
31,7
31,19
31,49
31,69
32,8
32,10
32,18
32,38
32,52
32,58
32,75
32,78
32,80
33,
34,9
34,99
35,1
35,29
35,38
36,
37,5
38,32
38,35
38,69
39,18
39,84
40,56
41,
42,
43,
44,28
45,2
45,6
46,16
46,56
47,
48,
49,31
50,
51,14
51,21
51,56
52,4
52,21
52,32
52,57
52,97
53,3
53,14
54,1
54,3
55,12
55,76
56,27
56,40
56,46
56,51
56,88
56,95
57,52
58,1
58,32
58,97
59,
60,25
60,67
61,
62,12
63,
64,28
65,21
66,1
67,60
68,8
68,69
68,83
69,3
69,21
69,31
69,38
69,68
70,
71,
72,16
73,8
73,90
73,91
74,
75,25
75,32
76,55
77,5
78,32
78,94
78,96
79,1
79,10
79,84
79,95
80,4
80,19
80,32
80,84
80,92
81,3
81,21
82,6
83,1
83,8
83,68
84,39
84,79
84,80
85,
86,
87,15
87,23
88,56
89,10
90,73
91,73
92,21
92,80
93,1
93,98
94,17
94,27
94,78
95,8
95,18
95,56
95,79
96,78
97,52
97,58
98,93
99,34
100,12
