1,3
1,5
1,6
1,7
1,8
1,10
1,13
1,15
1,16
1,19
1,21
1,27
1,30
1,32
1,34
1,36
1,41
1,42
1,43
1,46
1,49
1,51
1,58
1,59
1,62
1,63
1,64
1,68
1,69
1,70
1,71
1,75
1,76
1,78
1,79
1,85
1,86
1,88
1,90
1,91
1,92
1,93
1,95
1,97
1,99
1,100
2,4
2,5
2,6
2,8
2,9
2,13
2,17
2,19
2,21
2,22
2,24
2,28
2,29
2,30
2,33
2,34
2,35
2,38
2,40
2,41
2,42
2,43
2,45
2,46
2,50
2,51
2,53
2,54
2,55
2,56
2,57
2,58
2,60
2,62
2,63
2,64
2,66
2,67
2,68
2,70
2,71
2,72
2,74
2,77
2,79
2,80
2,82
2,84
2,86
2,87
2,94
2,99
3,1
3,4
3,6
3,10
3,11
3,13
3,17
3,19
3,20
3,23
3,25
3,27
3,28
3,30
3,33
3,37
3,38
3,39
3,41
3,47
3,48
3,50
3,55
3,56
3,58
3,60
3,66
3,67
3,68
3,73
3,74
3,77
3,78
3,80
3,81
3,83
3,86
3,87
3,88
3,89
3,94
3,97
4,2
4,3
4,5
4,9
4,10
4,13
4,21
4,22
4,23
4,25
4,26
4,28
4,29
4,31
4,33
4,34
4,37
4,41
4,42
4,44
4,45
4,49
4,50
4,51
4,52
4,55
4,59
4,61
4,62
4,63
4,65
4,66
4,69
4,72
4,73
4,75
4,80
4,81
4,82
4,86
4,87
4,89
4,90
4,91
4,92
4,93
4,94
4,95
4,96
4,98
4,100
5,1
5,2
5,4
5,6
5,8
5,11
5,12
5,16
5,17
5,25
5,28
5,30
5,33
5,35
5,36
5,37
5,39
5,41
5,42
5,48
5,53
5,55
5,56
5,58
5,59
5,61
5,63
5,64
5,68
5,72
5,73
5,74
5,76
5,78
5,80
5,84
5,86
5,88
5,89
5,91
5,93
5,95
5,96
5,98
5,100
6,1
6,2
6,3
6,5
6,9
6,10
6,12
6,13
6,14
6,15
6,19
6,22
6,23
6,27
6,30
6,32
6,39
6,40
6,41
6,42
6,43
6,47
6,48
6,50
6,51
6,52
6,55
6,56
6,60
6,62
6,64
6,66
6,67
6,68
6,69
6,72
6,73
6,75
6,76
6,77
6,78
6,81
6,83
6,84
6,85
6,86
6,87
6,88
6,89
6,91
6,92
6,93
6,95
6,96
6,97
6,99
7,1
7,9
7,14
7,15
7,16
7,21
7,24
7,25
7,27
7,29
7,34
7,35
7,38
7,39
7,40
7,41
7,43
7,45
7,46
7,47
7,52
7,53
7,61
7,62
7,64
7,66
7,67
7,70
7,73
7,74
7,77
7,80
7,82
7,88
7,90
7,92
7,93
7,94
7,95
7,97
7,98
7,100
8,1
8,2
8,5
8,10
8,11
8,12
8,16
8,17
8,18
8,19
8,21
8,22
8,23
8,24
8,26
8,30
8,31
8,32
8,35
8,36
8,50
8,53
8,55
8,62
8,65
